Rank,Place,State,Census,Estimates Base,2010,2011,latitude,longitude
685,Hoffman Estates village,Illinois,"51,895","51,895","51,948","52,124",38.894955,-77.036646
686,Oak Park village,Illinois,"51,878","51,878","51,932","52,104",39.78373,-100.445882
687,Battle Creek city,Michigan,"52,347","52,347","52,322","52,093",39.78373,-100.445882
688,Smyrna city,Georgia,"51,271","51,271","51,396","51,982",19.387383,-99.178516
689,Lakewood city,Ohio,"52,131","52,131","52,042","51,724",19.363939,-99.249048
690,La Crosse city,Wisconsin,"51,320","51,320","51,419","51,719",35.473444,-97.518506
691,Peabody city,Massachusetts,"51,251","51,251","51,344","51,653",35.489485,-97.549931
692,Buckeye town,Arizona,"50,876","50,913","51,090","51,649",35.144828,-106.613232
693,Watsonville city,California,"51,199","51,199","51,300","51,586",39.78373,-100.445882
694,Greenwood city,Indiana,"49,791","50,851","50,988","51,584",20.210278,-98.992778
695,South Jordan city,Utah,"50,418","50,418","50,595","51,377",14.890102,-90.558705
696,Elkhart city,Indiana,"50,949","50,964","50,962","51,320",39.78373,-100.445882
697,Bellevue city,Nebraska,"50,137","50,137","50,405","51,319",37.785426,-122.289152
698,Placentia city,California,"50,533","50,533","50,656","51,302",50.675786,-120.424031
699,Cedar Park city,Texas,"48,937","48,937","49,419","51,283",36.59432,-75.887601
700,Saginaw city,Michigan,"51,508","51,508","51,455","51,230",19.380696,-99.178926
701,Milford city (balance),Connecticut,"51,271","51,271","51,268","51,189",38.803184,-104.699753
702,Charleston city,West Virginia,"51,400","51,371","51,351","51,177",36.787371,-76.283551
703,Perth Amboy city,New Jersey,"50,814","50,814","50,870","51,093",37.891713,-88.320043
704,Burlington city,North Carolina,"49,963","50,201","50,336","50,925",25.184732,121.446608
705,Albany city,Oregon,"50,158","50,158","50,222","50,724",36.120596,-95.985336
706,Joplin city,Missouri,"50,150","50,150","50,277","50,559",38.338659,-87.345013
707,Hoboken city,New Jersey,"50,005","50,005","50,060","50,545",19.379985,-99.180601
708.5,Minnetonka city,Minnesota,"49,734","49,734","49,806","50,435",26.039853,-80.295064
708.5,Glendora city,California,"50,073","50,073","50,114","50,435",37.785506,-122.288579
710,West New York town,New Jersey,"49,708","49,708","49,766","50,260",40.632326,-74.165144
711,Bradenton city,Florida,"49,546","49,546","49,639","50,193",14.627215,121.045395
712,Troy city,New York,"50,129","50,129","50,140","50,120",38.319083,-77.496358
713,Niagara Falls city,New York,"50,193","50,193","50,211","50,086",27.960633,-82.441897
714,Plainfield city,New Jersey,"49,808","49,808","49,898","50,085",33.782108,-118.297551
715,DeSoto city,Texas,"49,047","49,047","49,194","50,045",39.78373,-100.445882
